ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Nuclei Selected - LDRTXT SER Spot 8 px	Nuclei Selected - LDRINT	Nuclei Selected - EdUINT	Nuclei Selected - BckgrndLDRINT Mean	Nuclei Selected - RawLDRINT Mean	Nuclei Selected - BckgrndEdUINT Mean	Nuclei Selected - RawS100INT Mean	Nuclei Selected - RawEdUINT Mean	Nuclei Selected - DNAcontent	Nuclei Selected - NucINT Mean	Nuclei Selected - Object No in Nuclei No Border	Nuclei Selected - Object No in Nuclei	Nuclei Selected - Nucleus Area [µm²]
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	1	882	31	[877,28,885,38]	0.00487176	33.2423	180.71	41.1327	74.375	269.493	2038.06	450.203	44282.8	701.391	1	1	63.1357
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	2	1208	134	[1201,128,1215,143]	0.00175238	13.771	139.497	37.4987	51.2697	215.947	1698.88	355.444	86037.2	489.972	2	2	175.596
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	3	146	164	[138,156,155,177]	0.000430437	3.75546	54.4434	37.5528	41.3082	219.937	1285.67	274.38	119331	414.264	3	3	288.057
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	4	1035	197	[1026,188,1045,206]	0.000765958	3.94823	65.3386	39.3721	43.3203	236.185	1423.07	301.523	142905	515.52	4	4	277.205
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	5	754	235	[747,229,761,243]	0.00138505	7.52727	76.9782	37.3884	44.9157	229.443	1436.81	306.422	77197.2	471.41	5	5	163.758
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	6	891	242	[883,234,898,249]	0.00119356	7.47045	100.824	37.7025	45.173	228.841	1555.05	329.665	84501.2	463.016	6	6	182.502
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	7	440	304	[432,299,448,309]	0.0023452	16.0069	112.312	37.8253	53.8322	225.359	1603.96	337.671	78360.3	555.476	7	7	141.069
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	8	10	312	[6,309,15,318]	0.000988542	9.57362	58.227	35.843	45.4167	208.09	1258.9	266.317	8385.21	141.667	8	8	59.1897
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	9	875	424	[869,420,879,427]	0.00139507	5.77152	202.35	59.0566	64.8281	319.025	2204.92	521.375	110056	1743.17	9	10	63.1357
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	10	960	427	[949,419,972,436]	0.000329754	3.57473	65.9359	38.6429	42.2177	233.85	1424.82	299.785	172757	552.435	10	11	312.719
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	11	355	459	[347,453,361,465]	0.00144633	8.46079	80.5766	37.6192	46.08	228.49	1455.77	309.067	80190.2	541.92	11	12	147.974
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	12	151	500	[143,493,162,508]	0.00104135	8.88111	109.891	38.5746	47.4557	236.687	2407.93	346.578	164404	703.186	12	13	233.799
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	13	436	506	[433,502,443,513]	0.000362739	10.5983	51.1039	36.7483	47.3467	223.589	1269.45	274.693	12853	173.72	14	15	73.9871
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	14	860	510	[851,501,870,522]	0.000172643	2.40385	49.4965	39.0931	41.4969	230.167	1327.56	279.664	153576	480.488	15	16	319.624
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	15	450	513	[446,508,457,526]	0.00144862	16.9296	122.447	37.5037	54.4333	226.978	1576.42	349.425	43689.9	369.067	16	17	118.379
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	16	789	521	[783,517,793,526]	0.000298956	8.17723	42.563	36.9257	45.1029	224.143	1266.84	266.706	11882.3	177.132	17	18	67.0817
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	17	804	533	[793,525,814,541]	0.000584912	5.22486	66.5234	37.5034	42.7282	229.602	1368.66	296.125	146371	516.986	18	19	283.124
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	18	431	537	[424,531,434,540]	0.000769195	7.01709	42.9147	37.9353	44.9524	223.165	1269	266.079	9196.11	147.968	19	20	62.1492
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	19	869	549	[859,541,881,558]	0.000425668	3.53413	62.0559	37.5133	41.0475	229.014	1338.97	291.07	155042	497.358	20	21	311.732
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	20	268	559	[265,554,271,563]	0.000225999	6.5523	59.5015	36.5022	43.0545	211.444	1316.8	270.945	8598.29	158.473	21	22	54.2572
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	21	232	564	[224,556,241,574]	0.00143621	9.29228	108.683	37.4379	46.7302	229.227	2197.78	337.91	168942	616.025	22	23	274.246
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	22	474	577	[469,572,480,582]	0.0025172	18.0837	112.649	35.8971	53.9808	214.39	1530.72	327.038	25432.8	247.894	24	25	102.595
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	23	1289	599	[1280,590,1302,608]	0.000457589	4.54841	49.8511	37.8924	42.4408	225.942	1861.72	275.793	136955	382.452	25	26	358.098
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	24	1112	611	[1104,602,1120,623]	0.000793527	4.83068	52.0675	36.2216	41.0523	223.553	1331.28	275.62	92336.9	326.136	26	27	283.124
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	25	389	632	[386,628,394,637]	0.000971689	8.77228	81.9035	37.2277	46	219.5	1439.04	301.404	11690	207.895	27	28	56.2302
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	26	531	638	[527,633,536,644]	0.00267771	22.3871	169.722	37.1739	59.561	237.583	1826.37	407.305	41836.3	517.183	28	29	80.8926
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	27	395	667	[385,658,405,678]	5.04287e-06	2.18305	28.3987	36.8826	39.0657	222.725	1320.61	251.124	48274.1	178.595	29	30	270.3
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	28	327	667	[317,659,335,679]	0.000106693	5.05378	108.944	45.54	50.5938	242.407	1764.65	351.351	173174	609.531	30	31	284.111
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	29	432	671	[428,664,438,676]	0.00155106	17.1939	79.9588	39.8759	57.0698	247.355	1472.78	327.314	34247.2	403.674	31	32	84.8386
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	30	378	671	[372,667,383,676]	0.00136775	4.52537	32.092	40.1867	44.7121	253.681	1394.09	285.773	10033.6	154.106	32	33	65.1087
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	31	881	679	[873,668,889,691]	0.000674803	4.67005	42.83	37.3036	41.9737	222.713	1294.77	265.543	147770	492.74	33	34	299.894
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	32	967	678	[962,674,975,683]	0.00269442	14.7365	190.698	37.4745	52.211	224.99	1860.08	415.688	138655	1289.48	34	35	107.528
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	33	612	718	[606,712,618,726]	0.000443775	6.237	35.5005	37.427	43.664	229.691	1269.09	265.192	20065.3	162.72	36	37	123.312
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	34	605	733	[602,729,610,736]	0.00039115	5.2845	46.9169	38.5809	43.8654	245.699	1369.23	292.615	8688.06	169.365	37	38	51.2977
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	35	841	802	[831,787,850,811]	0.000102858	1.41009	36.0577	37.5492	38.9593	226.553	1400.07	262.61	66202.7	227.488	38	39	291.016
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	36	739	807	[730,800,747,816]	0.00110176	6.40282	79.9491	38.5744	44.9772	232.855	1498.63	312.804	90026.5	416.708	39	40	216.042
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	37	538	847	[530,840,545,860]	0.000664524	4.16496	67.7035	39.7526	43.9176	252.064	1511.93	319.768	96980.3	368.195	40	41	263.394
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	38	701	860	[692,853,710,870]	0.00102145	5.11055	80.7609	41.7039	46.8145	266.076	1606.96	346.837	95839	439.597	42	43	218.015
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	39	658	874	[653,870,661,885]	0.00204467	11.5176	56.7065	41.2	52.7176	253.317	1476.36	310.024	83068.8	990.659	43	44	83.8521
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	40	492	884	[485,877,500,896]	0.0011732	8.85722	101.281	38.4028	47.26	241.664	1705.81	342.945	47097.2	238.71	44	45	197.299
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	41	974	897	[964,888,984,906]	0.00143048	13.6096	171.8	38.551	52.1606	226.057	2383.16	397.858	158457	586.226	46	47	270.3
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	42	499	923	[487,911,508,935]	0.00081789	6.23607	65.4133	37.6946	43.9306	232.844	1415.37	298.257	109447	320.65	47	48	341.327
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	43	731	926	[728,923,735,932]	0.000842591	9.23136	56.2795	37.205	46.4364	236.775	1380.89	293.055	10443	192.473	48	49	54.2572
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	44	935	945	[931,942,942,951]	0.00100518	8.06579	30.7675	36.9342	45	241.232	1298.64	272	12435.8	161.615	49	50	76.9466
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	45	764	966	[755,957,772,979]	0.000417102	5.23226	61.143	39.2212	44.4534	243.854	1480	304.997	173502	546.202	50	51	317.651
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	46	962	257	[950,245,973,269]	0.000250985	2.94798	55.5456	37.2561	40.2041	224.237	1380.04	279.782	180973	415.989	51	52	435.044
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	47	97	292	[86,281,108,306]	0.00058921	5.22404	62.7124	39.8331	45.0571	227.334	1521.89	290.046	190835	425.16	52	53	448.855
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	48	862	291	[849,281,877,303]	0.000288364	3.97486	53.8162	37.6952	41.6701	223.349	1349.03	277.165	185084	386.841	53	54	478.45
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	49	951	413	[941,403,961,426]	0.000501331	4.63593	63.4617	38.6093	43.2452	241.258	1435.42	304.719	175334	484.289	54	55	362.044
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	50	154	548	[137,532,175,566]	0.000399083	4.40712	57.8068	35.9573	40.3644	210.933	1509.82	268.74	332770	334.981	55	56	993.4
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	51	977	573	[967,563,988,585]	0.00082735	5.34101	64.3177	36.7996	42.1406	222.908	1364.31	287.225	180265	484.703	56	57	371.909
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	1	1	1	52	461	665	[450,654,473,678]	7.2294e-05	3.1345	44.248	39.6845	42.819	242.147	1444.37	286.395	160546	359.258	57	58	446.882
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	1	620	22	[615,18,627,28]	0.00143425	11.6531	72.6224	36.2551	47.9082	220.531	1375.84	293.153	17580.3	181.847	1	1	96.6765
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	2	389	33	[380,25,397,42]	0.00133736	7.18007	66.5829	39.1573	46.3374	226.283	1381.31	292.866	162580	669.943	2	2	242.678
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	3	461	49	[457,43,465,55]	0.0195426	2602.23	151.074	609.45	3211.68	272.574	1907.32	423.648	81872.2	1168.92	3	3	70.0411
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	4	316	59	[307,51,327,68]	0.000946711	5.17319	69.9046	38.3303	43.5035	226.669	1419.36	296.573	154306	546.916	4	4	282.138
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	5	256	69	[248,62,266,77]	0.000661737	4.21625	61.934	38.7349	42.9511	201.137	1309.99	263.071	152557	687.316	5	5	221.961
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	6	228	90	[214,82,238,100]	0.000488544	4.28194	50.0172	37.8901	42.1721	198.353	1226.86	248.37	141085	464.338	6	6	303.84
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	7	409	89	[398,80,418,98]	0.000423342	4.64835	44.7907	39.3581	44.0064	230.123	1296.21	274.913	159183	517.186	7	7	307.786
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	8	672	90	[665,82,683,98]	0.00095391	5.09808	52.8213	37.8972	42.9953	229.482	1363.88	282.304	146911	695.897	8	8	211.11
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	9	164	133	[161,130,171,138]	0	13.8529	209.014	42.5865	56.4394	259.774	1882.32	468.788	124134	1906.56	9	9	65.1087
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	10	228	150	[222,144,235,163]	0.000829966	2.71653	63.6982	41.2373	43.9538	239.158	1602.64	302.856	148843	773.749	10	10	192.367
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	11	133	195	[128,189,146,208]	0.00865929	908.577	129.172	81.6856	990.262	236.735	1901.57	365.908	219209	1078.69	11	11	203.218
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	12	1042	211	[1033,202,1051,223]	0.000692561	4.40934	49.3626	37.3498	41.7591	236.332	1346.41	285.695	181279	560.247	12	12	323.57
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	13	250	285	[242,276,259,293]	5.79529e-06	0.25331	37.4883	41.3411	41.5944	245.468	1643.81	282.956	94187.6	383.442	13	13	245.637
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	14	330	288	[321,279,341,298]	0.000602254	4.63991	67.3193	39.2479	43.8878	241.386	1450.56	308.705	185245	601.862	14	14	307.786
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	15	1332	316	[1325,309,1342,324]	0.00112934	6.80668	73.7395	36.6433	43.45	221.365	1424.68	295.105	137354	632.882	15	15	217.029
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	16	1273	343	[1264,333,1280,351]	0.00156946	7.69439	87.881	36.5029	44.1973	227.868	1489.92	315.749	139633	634.731	16	16	219.988
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	17	1027	363	[1019,355,1036,377]	0.000994668	5.88403	75.7903	37.918	43.802	240.045	1521.86	315.835	177546	593.983	17	17	298.908
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	18	364	394	[354,386,372,407]	0.000788216	5.85023	71.7054	39.435	45.2853	246.08	1723.17	317.785	185622	603.087	18	18	307.786
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	19	477	401	[469,394,484,417]	0.00071501	5.07701	75.3303	38.5539	43.6309	245.025	1828.14	320.356	184052	626.081	19	19	293.975
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	20	111	403	[103,394,120,413]	0.000680529	8.52412	67.2854	38.7599	47.284	233.341	1404.78	300.626	173010	682.409	20	20	253.529
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	21	584	499	[575,491,593,510]	0.000567042	5.00455	45.9582	38.5455	43.55	237.088	1308.7	283.046	159802	578.536	21	21	276.219
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	22	1312	548	[1305,541,1321,561]	0.000222451	2.03783	70.1562	42.5825	44.6203	235.806	1459.62	305.962	161143	614.094	22	22	262.408
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	23	1288	559	[1278,551,1298,569]	8.0792e-05	4.22308	58.8569	39.3388	43.5619	239.538	1557.27	298.395	143839	487.652	23	23	294.962
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	24	901	610	[890,599,912,622]	0.000641757	4.59345	56.7488	37.6987	42.2922	236.899	1345.32	293.647	194130	495.688	24	24	391.638
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	25	653	654	[649,649,658,667]	0.00162807	6.63543	93.2459	41.0974	47.7329	260.754	2221.23	354	149966	1041.23	25	25	144.028
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	26	212	688	[208,684,217,693]	0.00105354	7.90343	58.5913	35.9366	43.84	222.675	1343.71	281.267	13006.9	175.8	26	26	73.9871
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	27	765	717	[757,708,773,726]	0.00118485	4.3969	64.1577	39.8123	44.2092	250.347	1936.3	314.505	140537	726.842	27	27	193.353
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	28	973	731	[964,726,980,737]	0.00250569	12.9984	163.519	42.8913	55.8897	250.101	3018.79	413.621	91702.6	641.09	28	28	143.042
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	29	691	743	[679,735,700,751]	0.000259035	2.17658	37.3941	40.5213	42.6978	244.239	1316.12	281.633	98758	360.108	29	29	274.246
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	30	966	738	[962,734,978,745]	0.00280897	9.31349	162.502	44.4144	53.7279	256.608	3248.15	419.11	100784	751.206	30	30	134.163
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	31	1120	786	[1113,779,1128,798]	0.00028977	2.86704	44.4336	36.8868	39.7538	232.097	1307.86	276.531	86637.9	337.785	31	31	256.489
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	32	811	822	[797,815,820,829]	0.00104008	9.68441	105.804	38.1957	47.8801	238.432	1645.47	344.236	183028	694.884	32	32	263.394
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	33	1161	823	[1152,816,1171,830]	0.000614426	4.21668	74.6066	38.0203	42.237	233.332	1437.1	307.938	134721	647.227	33	33	208.15
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	34	690	836	[685,831,697,846]	0.00331581	19.4596	191.005	37.7981	57.2577	244.989	3240.52	435.994	142209	884.393	34	34	160.799
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	35	81	852	[73,843,89,866]	0.000778616	6.11914	70.1559	37.3601	43.4792	227.71	1659.17	297.866	160529	519.895	35	35	308.773
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	36	1149	888	[1140,879,1164,897]	0.000826443	6.10326	61.8943	37.3132	43.4164	229.47	1570.1	291.364	176268	489.537	36	36	360.071
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	37	1082	902	[1073,894,1090,911]	0.000521947	3.47172	46.2747	37.5982	41.07	230.19	1324.02	276.465	87938.1	366.84	37	37	239.718
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	38	75	960	[67,952,85,970]	0.0010803	7.13879	83.7911	37.7646	44.9033	227.7	1831.3	311.491	154741	583.119	38	38	265.367
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	39	252	961	[247,958,257,965]	0.00231997	18.0941	148.28	37.5574	55.6515	220.281	1652.62	368.561	29989.4	460.606	39	39	65.1087
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	40	1159	93	[1148,83,1170,104]	0.000438165	3.17411	48.7581	38.1737	41.3478	231.188	1319.07	279.946	173013	448.547	40	41	385.72
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	41	392	159	[381,148,403,171]	0	-7.99721	56.6743	52.1266	44.1294	233.705	1566.16	290.379	191137	455.892	41	42	419.26
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	42	1135	203	[1124,193,1145,219]	0.000594417	5.2295	62.7271	37.5982	42.8277	230.601	1375.47	293.328	190255	410.34	42	43	463.653
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	43	740	227	[730,217,752,239]	0.000592741	3.27863	43.0697	38.047	41.3256	237.85	1312.71	280.92	186753	489.173	43	44	381.774
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	44	1130	259	[1119,248,1141,270]	0.000545979	3.28918	52.0699	36.7955	40.0847	232.012	1327.97	284.082	174957	469.185	44	45	372.895
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	45	1065	272	[1053,262,1076,284]	0.000314645	2.72115	44.5158	37.0229	39.7441	231.529	1304.98	276.045	189462	455.109	45	46	416.301
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	46	282	290	[269,279,294,302]	8.54108e-07	-87.2432	63.288	133.557	46.3142	244.398	1422.76	307.686	225327	484.951	46	47	464.639
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	47	755	355	[744,345,770,367]	0.000470623	5.41184	47.1935	37.7043	43.1161	237.447	1326.26	284.641	192065	418.697	47	48	458.72
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	48	439	457	[428,447,449,467]	0.000330806	3.39156	77.804	37.7513	41.1429	234.896	1310.17	312.7	178053	515.689	48	49	345.273
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	49	873	504	[862,493,884,518]	0.000702592	5.33185	61.705	37.6813	43.0131	235.617	1373.73	297.322	200494	444.724	49	50	450.828
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	50	614	563	[603,553,625,573]	0.000999937	7.8333	71.2231	37.5306	45.3639	238.507	1424.85	309.73	191478	523.178	50	51	365.99
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	51	644	769	[633,759,655,782]	0.000590588	4.80446	51.6746	39.1219	43.9264	242.226	1459.8	293.901	173374	446.058	51	52	388.679
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	2	1	1	52	1076	801	[1066,788,1086,812]	0.000764805	6.71887	64.0414	37.186	43.9049	231.275	1398.13	295.316	157542	410.537	52	53	383.747
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	6	1	1	1	246	198	[233,190,254,206]	0.000610674	3.85728	55.4091	36.5373	40.3946	224.326	1289.1	279.735	146124	503.823	1	2	290.03
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	6	1	1	2	316	220	[307,211,325,230]	0.000422998	5.16301	69.3215	36.6963	41.8593	227.211	1333.02	296.532	147044	566.757	2	3	259.448
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	6	1	1	3	1318	227	[1310,219,1328,235]	0.000319892	2.6128	37.2532	37.0035	39.6163	213.42	1225.25	250.673	85383.1	353.273	3	4	241.691
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	6	1	1	4	1203	297	[1194,288,1213,307]	0.00049359	3.94683	43.0139	36.769	40.7158	216.875	1227.02	259.888	89445.5	326.151	4	5	274.246
screen 3-6-18	6222	180306_185009-V	20849	2018-03-06T23:47:36Z	25243	F9	6	9	6	1	1	5	303	311	[293,304,313,318]	0.000445653	2.45301	48.0081	37.897	40.35	235.825	1475.72	283.833	92155.4	389.238	5	6	236.759
